time,x,y
0.0,4296431.428098364,7421796.143291407
0.020039,4296431.428098364,7421796.143291407
0.040011,4296431.428098364,7421796.143291407
0.060002,4296431.428098364,7421796.143291407
0.080003,4296431.428098364,7421796.143291407
0.099995,4296431.428098364,7421796.143291407
0.119997,4296431.428098364,7421796.143291407
0.158787,4296431.428098364,7421796.143291407
0.161076,4296431.428098364,7421796.143291407
0.179998,4296431.428098364,7421796.143291407
0.199991,4296431.428098364,7421796.143291407
0.220944,4296431.428098364,7421796.143291407
0.240942,4296431.428098364,7421796.143291407
0.260941,4296431.428098364,7421796.143291407
0.280938,4296431.428098364,7421796.143291407
0.300933,4296431.428098364,7421796.143291407
0.320928,4296431.428098364,7421796.143291407
0.340926,4296431.428098364,7421796.143291407
0.360927,4296431.428098364,7421796.143291407
0.380924,4296431.428098364,7421796.143291407
0.400921,4296431.428098364,7421796.143291407
0.420914,4296431.428098364,7421796.143291407
0.440911,4296431.428098364,7421796.143291407
0.460908,4296431.428098364,7421796.143291407
0.480906,4296431.428098364,7421796.143291407
0.500904,4296431.428098364,7421796.143291407
0.520902,4296431.428098364,7421796.143291407
0.540897,4296431.428098364,7421796.143291407
0.560898,4296431.428098364,7421796.143291407
0.580894,4296431.428098364,7421796.143291407
0.600896,4296431.428098364,7421796.143291407
0.620883,4296431.428098364,7421796.143291407
0.640883,4296431.428098364,7421796.143291407
0.660877,4296431.428098364,7421796.143291407
0.680877,4296431.428098364,7421796.143291407
0.700874,4296431.428098364,7421796.143291407
0.72087,4296431.428098364,7421796.143291407
0.740865,4296431.428098364,7421796.143291407
0.760866,4296431.428098364,7421796.143291407
0.780859,4296431.428098364,7421796.143291407
0.800861,4296431.428098364,7421796.143291407
0.820853,4296431.428098364,7421796.143291407
0.840851,4296431.428098364,7421796.143291407
0.860849,4296431.428098364,7421796.143291407
0.880847,4296431.428098364,7421796.143291407
0.900847,4296431.428098364,7421796.143291407
0.920843,4296431.428098364,7421796.143291407
0.940844,4296431.428098364,7421796.143291407
0.960835,4296431.428098364,7421796.143291407
0.980833,4296431.428098364,7421796.143291407
1.000817,4296431.428098364,7421796.143291407
1.020848,4296431.428098364,7421796.143291407
1.040822,4296431.428098364,7421796.143291407
1.060821,4296431.428098364,7421796.143291407
1.080815,4296431.428098364,7421796.143291407
1.100813,4296431.428098364,7421796.143291407
1.120811,4296431.428098364,7421796.143291407
1.140807,4296431.428098364,7421796.143291407
1.160807,4296431.428098364,7421796.143291407
1.180798,4296431.428098364,7421796.143291407
1.2008,4296431.428098364,7421796.143291407
1.220795,4296431.428098364,7421796.143291407
1.240789,4296431.428098364,7421796.143291407
1.260085,4296431.428098364,7421796.143291407
1.281259,4296431.428098364,7421796.143291407
1.301896,4296431.428098364,7421796.143291407
1.320779,4296431.428098364,7421796.143291407
1.340791,4296431.428098364,7421796.143291407
1.360773,4296431.428098364,7421796.143291407
1.38077,4296431.428098364,7421796.143291407
1.40077,4296431.428098364,7421796.143291407
1.420762,4296431.428098364,7421796.143291407
1.440768,4296431.428098364,7421796.143291407
1.460758,4296431.428098364,7421796.143291407
1.480757,4296431.428098364,7421796.143291407
1.500751,4296431.428098364,7421796.143291407
1.520752,4296431.428098364,7421796.143291407
1.540746,4296431.428098364,7421796.143291407
1.560746,4296431.428098364,7421796.143291407
1.580741,4296431.428098364,7421796.143291407
1.600768,4296431.428098364,7421796.143291407
1.620735,4296431.428098364,7421796.143291407
1.640738,4296431.428098364,7421796.143291407
1.660737,4296431.428098364,7421796.143291407
1.680724,4296431.428098364,7421796.143291407
1.700724,4296431.428098364,7421796.143291407
1.720721,4296431.428098364,7421796.143291407
1.740716,4296431.428098364,7421796.143291407
1.760711,4296431.428098364,7421796.143291407
1.780711,4296431.428098364,7421796.143291407
1.800706,4296431.428098364,7421796.143291407
1.820702,4296431.428098364,7421796.143291407
1.8407,4296431.428098364,7421796.143291407
1.860699,4296431.428098364,7421796.143291407
1.880694,4296431.428098364,7421796.143291407
1.900692,4296431.428098364,7421796.143291407
1.920687,4296431.428098364,7421796.143291407
1.940689,4296431.428098364,7421796.143291407
1.960683,4296431.428098364,7421796.143291407
1.980685,4296431.428098364,7421796.143291407
2.000666,4296431.428098364,7421796.143291407
2.020735,4296431.428098364,7421796.143291407
2.040673,4296431.428098364,7421796.143291407
2.060667,4296431.428098364,7421796.143291407
2.080666,4296431.428098364,7421796.143291407
2.100663,4296431.428098364,7421796.143291407
2.120657,4296431.428098364,7421796.143291407
2.140656,4296431.428098364,7421796.143291407
2.160655,4296431.428098364,7421796.143291407
2.180651,4296431.428098364,7421796.143291407
2.200648,4296431.428098364,7421796.143291407
2.220641,4296431.428098364,7421796.143291407
2.240644,4296431.428098364,7421796.143291407
2.260638,4296431.428098364,7421796.143291407
2.280634,4296431.428098364,7421796.143291407
2.300632,4296431.428098364,7421796.143291407
2.320632,4296431.428098364,7421796.143291407
2.340628,4296431.428098364,7421796.143291407
2.360631,4296431.428098364,7421796.143291407
2.380618,4296431.428098364,7421796.143291407
2.400617,4296431.428098364,7421796.143291407
2.420614,4296431.428098364,7421796.143291407
2.460911,4296431.428098364,7421796.143291407
2.460911,4296431.428098364,7421796.143291407
2.480611,4296431.428098364,7421796.143291407
2.500602,4296431.428098364,7421796.143291407
2.520602,4296431.42542623,7421796.15157113
2.540598,4296431.416789817,7421796.162539446
2.56059,4296431.426901285,7421796.165029928
2.580591,4296431.431029299,7421796.153651916
2.600589,4296431.42377815,7421796.165060681
2.620582,4296431.413746693,7421796.189031132
2.640578,4296431.418633937,7421796.185378285
